song_id,hot
1189,1816
743,1807
262,1806
305062,1795
611,1787
180338,1782
2154,1775
3771,1774
615,1771
267702,1762
437,1742
2300,1737
313591,1727
211,1724
2817,1722
637,1719
3926,1716
871,1712
779,1709
17,1707
374,1705
291380,1704
917,1704
2096,1703
1218,1686
277,1678
1802,1678
229,1676
3761,1667
131,1663
4692,1652
2669,1647
1190,1645
4024,1636
260,1634
322,1633
331165,1619
281874,1615
3506,1613
490,1611
775,1609
3610,1608
638,1603
1909,1601
1344,1600
1248,1579
1049,1575
98,1564
2445,1560
1535,1559
373,1558
2718,1541
3628,1538
185,1538
3672,1535
252115,1532
3359,1531
315,1526
987,1524
1797,1522
172249,1516
2091,1513
2579,1512
2547,1508
1111,1481
1244,1480
2953,1477
4253,1470
2291,1468
202788,1465
907,1465
5619,1456
313583,1452
99,1450
93,1445
2811,1436
291,1428
1166,1424
5741,1424
252,1424
377,1424
1434,1423
349,1415
881,1411
7310,1409
936,1409
1185,1400
2813,1399
267593,1395
4507,1387
180081,1381
3453,1381
535,1377
1086,1371
2689,1363
61927,1359
6225,1357
403,1355
194009,1351
9158,1350
672,1349
155658,1348
313698,1345
3871,1340
95,1339
4545,1335
489,1331
1052,1330
456,1330
237,1328
2211,1325
793,1324
2008,1324
846,1320
1494,1320
4313,1315
2867,1309
220,1307
1174,1300
178717,1296
8105,1296
3546,1295
1422,1295
2417,1293
5771,1292
3088,1290
1650,1287
240994,1283
180,1283
19,1277
1585,1271
332469,1264
4282,1260
1667,1258
1192,1252
1586,1250
6187,1250
1412,1249
123774,1249
1782,1248
429,1247
203133,1234
513,1229
313828,1226
155755,1224
1665,1221
288,1209
5503,1205
511,1194
66,1188
2352,1187
48618,1187
989,1186
3596,1184
1643,1183
798,1175
88,1161
5247,1159
5743,1158
321,1156
307819,1152
4309,1147
678,1141
1604,1138
1141,1138
305090,1132
457,1132
7366,1132
96,1130
732,1129
992,1129
324737,1123
656,1122
1194,1122
613,1117
1679,1116
787,1113
543,1113
742,1110
832,1110
2201,1108
6568,1106
1629,1105
1452,1103
3198,1101
223983,1093
285281,1090
220805,1090
2762,1086
154487,1085
895,1083
4831,1083
7511,1082
367,1081
187754,1068
190898,1064
228,1061
3657,1053
2115,1046
2676,1044
154945,1042
1183,1041
3468,1040
5525,1039
2836,1037
1232,1033
7039,1032
5360,1032
2598,1031
79549,1028
332688,1025
305680,1024
1395,1022
4367,1018
246,1018
1623,1016
3724,1015
644,1014
3325,1011
2221,1010
2265,1010
4121,1005
3426,1004
3395,1004
239777,1002
2826,1002
1293,1000
153702,999
2995,998
741,997
1001,993
3176,993
5191,989
5762,986
235,985
3396,982
156,981
4111,980
3639,977
1292,976
231,975
2737,973
265694,972
126,972
9357,972
307820,970
3174,968
695,967
2204,967
94,964
841,960
1268,960
3614,959
332,958
323775,957
2350,957
202741,957
3876,957
2504,954
313829,953
279,951
805,951
684,950
2750,949
323774,948
2276,947
3084,947
181,947
369,946
1449,945
174,944
1451,942
4140,940
3432,933
2539,933
187837,926
7203,924
1638,924
1746,922
2975,921
426,920
1339,919
946,918
5225,918
1138,918
5052,917
1023,917
912,915
1607,912
2671,912
2270,910
286,908
1228,907
4543,906
178069,905
155659,905
3104,905
1803,904
2918,904
587,904
1407,902
291846,901
756,898
1096,897
670,895
3826,895
4384,893
436,890
155754,886
85,884
2812,884
2687,884
67220,883
1789,882
563,880
313834,879
2124,878
570,878
2963,876
3817,876
5469,873
2103,873
1809,871
3090,869
79,868
6176,867
240736,867
1134,866
187835,862
1309,862
307754,862
3823,861
3916,861
234733,859
5027,857
752,857
2704,857
679,856
190897,854
3937,853
39,852
5612,849
778,848
557,847
830,845
819,844
2356,842
1804,842
4635,841
49566,838
491,838
4636,832
356,831
4844,830
3147,829
1087,828
1100,828
3027,828
1220,828
4717,826
270,825
1597,825
4184,824
837,823
432,822
3401,822
1879,822
3603,821
313582,821
4283,821
5172,820
2838,820
2470,820
427,819
3598,818
9815,817
2503,816
3397,815
596,813
2844,813
4459,813
202495,812
2492,812
2584,805
520,805
7805,805
3014,804
9689,801
3477,801
3465,800
1560,800
1732,799
193,797
3636,796
3398,795
2313,795
303403,791
4694,791
3316,791
998,790
271406,790
349687,789
1594,787
267580,787
5220,786
923,786
857,784
188159,783
283,783
300,782
188160,781
1751,780
4879,779
278,777
4159,776
3031,775
5058,774
3232,774
2557,772
4684,771
1626,770
2987,766
4621,765
3351,763
3425,759
267498,759
2534,758
233930,757
1552,755
162479,751
2646,751
1464,750
3919,749
3114,749
1142,748
5641,748
618,748
2745,745
6503,745
6931,745
3605,745
4401,743
154977,742
8811,741
2493,741
926,740
2979,740
1002,740
5237,740
4506,739
4514,738
187836,737
192,736
2295,735
1540,734
2421,734
325,733
567,733
4582,732
3424,731
2961,731
6339,728
313822,727
1077,727
2970,727
2631,725
968,725
2505,724
9743,723
6949,722
3809,721
3089,721
3009,721
4573,720
224898,719
813,717
598,716
271481,715
3427,715
409,715
1257,715
10569,715
1115,715
2798,715
893,714
1651,714
496,714
2959,714
782,713
3061,711
3321,711
2144,710
341277,709
2723,709
1199,708
5330,707
1327,707
130020,706
2833,705
4678,705
591,704
4142,704
439,703
425,703
2928,703
155756,703
349827,703
1356,702
4731,702
2888,698
2330,698
699,697
2870,696
123780,696
263186,693
316,693
938,693
6499,692
301750,692
1053,692
2267,692
1501,691
3317,691
6024,690
187838,689
115,689
820,687
5011,687
2825,687
1784,687
581,687
1749,686
2478,686
294,685
154560,684
4128,684
9752,683
156378,683
1734,683
3412,678
87,678
4840,678
261356,678
6255,677
308,677
620,676
683,676
3181,676
2241,676
154493,675
2871,671
75,671
154355,671
697,669
12238,669
234712,667
2469,666
4021,666
12380,666
2925,665
831,665
314,663
3535,663
405,662
297,662
3211,662
2327,661
89,660
2061,660
109,660
925,660
3958,658
178,658
2448,658
438,657
1355,657
2700,657
3106,657
291534,657
1028,656
191,655
2900,655
163,655
4016,654
1282,654
330396,653
4116,653
6006,653
4461,652
3431,651
11259,651
267481,651
484,649
3647,649
4554,648
235032,648
1807,648
5876,647
772,647
1354,644
17312,643
332691,642
224269,642
2827,642
6501,641
3475,641
3773,641
315263,640
2716,640
3456,640
6847,640
1297,639
5123,638
1888,637
1413,636
5757,636
3011,636
1055,635
6010,635
4614,633
2940,633
5700,632
4123,632
11855,632
4078,632
49280,632
711,632
5616,631
750,630
5180,629
621,628
6012,628
6183,627
2095,627
3268,626
268266,625
2935,625
220949,624
3347,623
6716,623
2622,621
2807,621
3190,620
464,620
307602,620
5211,619
9290,618
6016,618
2908,616
8948,616
272812,615
2468,614
4550,614
1616,614
3898,614
492,614
3479,614
4789,614
1699,614
588,614
313541,613
285979,611
9758,610
1368,610
2522,610
8353,610
5332,609
188157,609
6706,609
5471,609
415,606
2863,605
5432,604
9040,604
6221,604
1450,604
1750,603
4975,603
155753,603
1215,603
4437,602
7034,601
10456,601
13165,599
175,599
9109,599
6091,598
3419,598
894,598
2217,597
4565,596
386,596
4030,596
4440,596
411,595
7240,595
1054,595
8199,595
5001,594
4441,594
4798,594
9208,593
5912,593
333712,590
3831,590
11331,590
6338,589
1335,589
1776,589
4575,588
156206,588
1468,587
1555,587
2477,587
9287,586
292,586
2187,585
2626,585
284,585
267507,584
3626,584
4427,584
7296,584
1360,581
265267,581
123232,581
102,580
4810,580
7276,578
4443,578
518,577
13229,577
1810,577
597,576
593,575
267553,574
5319,574
757,574
1684,574
7328,573
4718,573
5984,572
2597,572
287,572
8025,570
7178,570
4318,570
292877,570
2324,569
1785,569
9747,568
1408,568
82,568
2705,568
2316,567
1219,566
1091,565
302448,564
6122,564
1696,564
258857,564
859,563
7631,563
2589,562
3654,562
302472,561
118,561
999,559
69,559
4398,559
6312,559
18,559
3257,555
274725,555
330269,555
2149,554
994,554
153814,553
1099,553
267497,553
4556,552
12595,552
289079,552
4020,552
6,552
2134,552
6775,552
2617,551
2752,550
6084,550
156161,550
5886,548
189,548
2420,547
4153,546
674,546
1575,546
400,545
6676,544
2071,544
1440,544
1106,544
575,544
2195,543
1107,543
2321,542
5516,542
430,541
4558,541
302046,541
1470,540
5836,540
5163,539
9490,539
5644,538
2853,538
4823,537
785,536
7466,536
3727,536
6817,536
801,535
4406,531
4853,531
3835,531
6321,531
806,530
1599,529
287949,529
726,529
767,528
1404,528
153374,528
293,526
8119,526
1747,525
1645,525
7122,525
269534,525
12544,525
622,524
1792,524
6770,524
10337,523
1724,523
4859,522
1556,521
937,521
4788,520
6025,519
395,519
225899,519
10876,518
6189,518
12386,517
10088,516
7491,516
6890,515
1463,515
282441,513
1472,512
5046,512
3052,511
14937,511
3650,511
9069,510
1331,510
8325,510
267,509
8304,509
852,509
2229,509
11822,508
3028,508
295375,508
3462,507
866,506
1269,506
6001,506
4289,505
1117,505
1121,504
13425,503
299,503
3202,502
1050,501
3850,501
203000,500
4236,500
886,500
6462,499
9692,498
5620,498
792,498
8065,497
234306,497
6311,497
434,496
6026,496
7883,496
1735,496
190,495
4169,495
3164,494
965,493
3534,493
14260,493
6326,493
2545,492
3266,492
984,492
1873,491
6673,491
3776,491
2766,490
2929,490
4281,490
5226,490
6004,490
2152,489
5203,488
7789,488
3516,488
11877,488
693,487
7655,487
74,487
29,487
5900,487
1128,487
8185,486
6343,485
4434,485
3173,484
3248,482
2488,482
4826,482
12,482
788,481
4757,481
1112,481
1140,480
9325,480
4787,480
6005,479
1222,479
592,478
5200,478
3171,478
2419,477
19840,477
1260,477
2098,477
5276,476
2926,476
13728,476
12142,476
3025,476
997,476
313482,475
514,475
10866,474
3544,474
8618,473
3429,473
2506,473
808,473
6551,472
9231,472
2083,472
11251,471
949,470
811,470
3996,469
276922,469
3059,468
3484,467
402,467
9112,466
281825,466
2501,465
3100,465
1369,463
1763,463
8840,463
1542,463
192715,462
4519,462
5727,462
890,461
399,460
856,460
836,460
7962,460
445,460
1431,459
4962,459
2306,459
5726,459
3637,458
6404,458
2993,458
337,458
2537,458
223,458
5420,457
1689,457
7771,456
8403,456
1622,456
2698,456
9072,455
6538,455
3480,455
800,455
2933,454
1733,454
2859,454
5942,453
3058,453
1203,453
2566,452
3482,452
524,452
234741,452
28,452
2969,452
7780,452
1305,452
3251,451
5162,450
7459,449
1225,449
1700,448
2851,448
11783,447
20,447
7345,446
53474,446
4549,446
4197,445
398,445
1164,445
6247,445
2706,445
4248,445
2086,445
4358,444
213,444
3990,443
4855,443
5104,443
6768,443
3787,442
948,442
188,442
5873,441
2818,441
799,441
9261,441
3087,441
3277,441
11006,441
3781,440
2601,440
5529,440
9374,440
7853,440
3163,440
4581,439
5538,439
8863,439
226139,438
9283,438
3391,438
2422,438
9800,438
1615,437
22940,437
9807,437
505,436
623,436
317040,436
9390,436
5470,436
4548,436
9537,436
4251,435
2738,435
7939,434
8099,434
3852,434
486,433
2323,433
4537,433
1675,433
313550,433
5694,433
3021,433
3034,433
2983,432
1182,431
9246,431
1647,431
4654,431
4836,431
48617,431
657,430
7006,430
6280,430
6617,430
14072,429
3824,429
5167,429
4526,429
4563,428
1403,428
9053,428
11318,428
2829,428
397,427
3133,427
854,427
2932,427
884,427
328755,426
5466,426
1845,425
2939,425
4534,425
2828,425
874,424
1649,424
3502,424
49823,423
3810,423
18064,423
304,423
269617,423
7289,422
9962,422
2318,422
50123,422
3340,421
3732,421
701,421
12829,420
3582,420
7880,420
2292,419
1640,419
5239,419
1388,419
7767,418
7829,418
1545,418
10455,418
5614,417
4022,417
7967,417
6302,417
1129,417
3699,416
8067,416
6530,416
11566,416
407,415
9811,415
1420,415
2331,415
332604,415
2872,414
5569,414
7945,414
12633,414
1181,413
333398,413
1791,413
5661,413
2150,412
619,412
3623,411
9748,411
4899,411
4665,411
1209,410
177671,410
2322,409
4287,409
12627,409
2743,408
10658,408
10,408
9881,407
1686,407
10248,407
17336,407
3986,406
2481,406
624,405
751,405
4023,405
9429,405
10537,404
313584,404
275,403
2956,403
4551,402
22168,402
993,402
156246,402
10006,401
1662,401
2677,401
20127,401
16442,401
3172,401
6273,399
3568,399
512,399
2819,399
3001,399
146,398
455,398
4828,398
332684,397
1340,397
2927,397
265004,397
7352,397
5012,397
3883,397
1005,396
8630,395
34,395
8144,395
2168,395
716,395
4686,394
18154,394
156160,394
4501,394
5547,393
14223,392
4542,392
9306,392
1234,392
1841,391
547,391
4829,391
276,390
1503,390
2337,390
5199,389
3649,389
33,388
2724,388
10831,388
3162,388
13395,387
243958,387
8691,387
5760,387
2990,387
7994,387
4794,387
11491,386
19292,386
4209,386
3230,386
15093,386
4225,385
14949,385
9967,385
27028,385
673,385
6709,384
3145,384
1595,384
2717,384
26032,384
2262,384
3515,384
9799,384
7157,384
9451,383
3093,383
238327,383
1056,383
3927,383
156244,383
5397,382
19661,382
1304,382
9249,381
625,381
4076,381
10990,381
4721,381
7014,381
2274,380
3853,380
2466,379
1618,379
3640,379
2305,378
3661,378
3643,378
4046,377
7687,377
323,377
13801,377
1365,376
9250,376
5707,376
7835,376
1570,376
2108,376
159110,376
7651,374
13293,374
5392,374
5126,374
1572,374
4533,373
19313,373
3002,373
156243,373
7031,372
7253,372
5235,372
4766,371
503,371
3148,371
12918,371
7261,371
2402,371
4948,370
10814,370
4134,370
7204,369
2341,369
4685,369
773,369
11444,369
3612,369
4628,368
6808,368
2672,368
333167,368
6459,368
1231,368
159108,368
3987,367
7474,367
4245,367
5043,367
1812,367
13659,366
1367,366
6464,366
2283,366
11428,366
311,366
2500,366
1671,366
1608,365
6877,365
5636,365
11595,365
3096,365
379,365
267552,364
9052,364
8869,364
9030,364
4530,364
2820,364
4760,363
8889,363
4479,363
10971,363
3010,363
590,362
3416,362
1476,362
4018,362
5495,362
3336,362
13338,361
14361,361
330,361
2258,361
233880,360
209,360
6689,360
2692,360
5862,359
2763,359
10148,359
340089,359
19667,359
11190,359
1621,358
2151,358
4719,358
7106,358
3613,358
10390,358
1122,358
3495,357
6062,357
10489,357
7463,357
4136,357
6678,356
3561,356
382,356
2708,356
816,356
1201,356
3924,356
2682,355
2312,355
660,355
11833,355
6705,354
2275,354
1635,354
9670,354
267657,354
291907,354
1123,354
7515,353
19569,353
4596,352
393,352
5118,352
8038,352
1446,352
180965,352
494,352
760,351
6508,351
2414,351
155858,351
5223,351
13362,351
4070,351
4451,351
199,350
3621,350
261005,350
2364,350
4279,350
11641,350
2206,350
1731,350
4821,349
252527,349
5697,349
4666,349
9146,349
8076,348
12045,348
7661,347
1418,347
3842,347
2686,347
11612,347
7392,346
2587,346
12562,346
4320,345
5881,344
2756,344
12026,344
3308,344
1728,344
4586,343
9698,343
5205,343
10401,343
8337,343
1969,343
180518,342
8209,342
1614,341
11860,341
4992,341
3049,341
3367,341
26461,341
5322,340
8633,340
6632,340
5581,340
2094,340
7444,339
2898,339
100,339
1116,339
15964,339
3784,339
7201,338
1155,338
3413,338
668,338
292835,338
205487,338
4632,338
11954,337
333204,337
121015,337
1374,337
19010,336
840,336
4972,336
11317,335
263888,335
15215,335
10572,335
267771,334
7267,334
3300,334
11007,334
3742,334
2546,333
4570,333
5315,333
7282,333
10627,333
8878,333
7815,333
27040,332
13832,332
1088,332
2010,332
2981,331
3729,331
14171,331
5738,331
9285,331
6554,331
5334,330
5611,330
4503,330
159378,330
1058,330
288735,330
1081,330
4221,330
9322,329
5857,329
5093,329
18596,329
3671,329
35306,329
7729,329
8788,328
354,328
10872,328
7653,328
341230,328
238480,328
11085,328
10368,328
2111,328
1341,327
2485,327
9972,327
8875,327
155788,327
8997,327
3281,326
1530,326
2374,326
26831,326
3007,326
2627,325
6972,325
154473,325
9978,325
18653,325
468,325
4104,325
8942,325
4812,325
159109,325
5275,324
5264,324
5218,324
1057,324
3935,324
758,323
8143,323
5242,323
4452,323
340937,323
1606,322
4579,322
1589,322
3082,322
4124,322
9844,322
4335,322
4578,321
2294,321
858,321
24976,321
4824,321
6654,321
3914,321
255,321
313836,320
12814,320
5908,320
645,320
6793,320
1765,319
3580,319
3821,319
3499,319
239553,319
1685,319
4569,318
9268,318
3962,318
235540,318
4138,318
7443,317
3143,317
7268,317
267508,317
889,317
709,317
9327,316
4477,316
19388,316
4509,315
7067,315
2580,315
10896,315
1390,315
21543,315
5995,315
6979,314
5887,314
2618,313
3838,313
2416,313
7475,313
8910,313
15547,313
2554,313
9036,313
7943,313
11834,313
3696,312
12646,312
2363,312
312,312
4715,312
15136,312
4199,311
5174,311
5550,311
534,311
4009,311
3731,310
5489,310
4990,310
5618,309
5173,309
154561,309
18947,309
8218,309
8201,309
3165,309
195,308
5755,308
7448,308
11498,308
3973,308
8022,308
423,308
3066,308
15627,308
13764,308
4147,307
5485,307
9679,307
1571,307
9378,307
8956,307
2249,307
924,306
6268,306
391,306
9082,306
7992,306
4967,306
4324,306
3800,305
12543,305
1410,305
184766,305
11955,305
12959,305
6363,305
818,305
4814,305
6854,305
1425,305
10696,304
6397,304
9055,304
234694,304
454,304
50227,304
3083,303
3952,303
2511,303
4541,303
2240,303
2850,303
278775,302
988,302
13468,302
12201,302
10598,302
4338,302
1676,302
11768,302
16054,302
6969,301
9062,301
8727,301
3547,301
1258,301
4615,301
7562,301
10888,300
5314,300
4532,300
8188,300
2917,300
10146,300
15117,300
480,299
6669,299
7383,299
3437,299
7995,299
6591,299
7220,299
3841,298
4963,298
559,298
3471,298
6918,298
2663,298
238,298
2449,298
2092,298
4561,297
8072,297
3290,297
157,297
2079,297
5905,297
14276,297
1126,297
1405,296
6524,296
2157,296
1588,296
1579,296
8414,296
7396,295
4864,295
86,295
14424,295
2905,295
641,295
648,295
5465,295
1329,295
3175,295
4194,294
6086,294
4754,294
8746,294
4468,294
18715,294
6840,294
6114,293
6341,293
5903,293
3611,293
4676,293
328148,292
5234,292
2483,292
7940,292
78925,292
2955,292
2549,291
22679,291
11660,291
212,291
3064,291
3117,291
13145,291
267480,291
19602,290
7905,290
4792,290
5124,290
203718,290
12979,290
5756,289
5405,289
1655,289
5288,289
5729,289
3024,289
19938,289
7531,288
8794,288
2878,288
10236,288
12025,288
12002,288
15879,288
4660,288
13799,288
13849,287
1312,287
1806,287
8669,286
4689,286
12833,286
16855,286
3326,286
7053,286
6342,286
12110,286
1727,286
2510,286
13368,286
6595,286
11542,286
3747,286
15132,286
6997,286
15507,285
157457,285
3393,285
2212,285
6933,285
640,285
222,285
5710,285
2630,284
27278,284
267620,284
4262,284
17122,283
4562,283
2594,283
3363,283
11300,283
11241,283
15004,283
6132,283
12152,283
1281,283
6115,282
11862,282
3818,282
7926,282
3135,282
7125,282
10208,282
11112,282
4546,282
4682,281
8017,281
4862,281
6711,281
685,281
6730,281
333706,281
239552,281
2710,281
7348,281
1796,281
11890,281
8844,281
1701,281
340390,280
7819,280
8217,280
222597,280
233809,280
4135,280
14199,279
332458,279
1286,279
6340,279
200917,279
13967,279
15167,279
9829,279
156739,279
6674,278
6671,278
14987,278
7925,278
12405,278
4213,278
9798,278
2473,278
4580,277
1644,277
9107,277
161324,277
18219,277
18215,277
10380,277
4375,276
320,276
8388,276
3741,276
4280,276
4964,276
10154,276
11024,276
32441,276
11142,276
3390,275
9545,275
737,275
3215,275
4567,274
3726,274
5790,274
298,274
3858,274
4431,274
3158,273
9021,273
724,273
4583,272
13751,272
5177,272
2999,272
3258,272
18992,272
9915,272
585,272
3769,272
14976,271
234732,271
7394,271
161417,271
6063,271
4892,271
4201,271
2976,271
7457,270
7991,270
9392,270
6535,270
15524,270
239259,270
4557,269
482,269
6622,269
6269,269
238203,269
10610,269
3932,269
9892,269
12421,269
9444,269
3620,268
5279,268
794,268
855,268
2502,268
10832,268
4328,268
1576,268
5714,268
11533,267
635,267
12524,267
11513,267
6502,267
8273,267
11131,267
205110,267
14933,267
1674,267
4649,267
4986,267
16721,267
238518,267
1157,266
41,266
11496,266
7385,266
267505,266
5287,266
2338,266
15274,266
6783,265
2196,265
9166,265
4993,265
340908,265
6069,265
1316,265
2980,265
3229,265
2484,265
16847,265
9127,265
19407,264
249338,264
7077,264
7821,264
11811,264
4834,264
9709,264
6471,263
1854,263
2679,263
12287,263
4145,262
3982,262
8468,262
747,262
2923,262
6174,262
13172,262
15380,262
17113,262
3804,261
4038,261
6729,261
2293,261
2721,261
7098,261
8745,261
4690,260
17053,260
5198,260
1264,260
2550,260
1790,260
6129,260
7492,260
221229,260
5230,260
32,259
2278,259
4200,259
14261,259
12370,259
2647,259
5025,258
777,258
15145,258
2311,258
2112,258
202707,258
3680,258
1603,257
3422,257
11480,257
1485,257
5543,257
7802,257
465,257
7356,257
9038,257
1795,257
2209,257
2123,257
10145,257
11662,256
3410,256
2543,256
25520,256
3099,256
7970,256
5660,256
7574,256
18981,256
9814,256
3352,256
3803,255
350754,255
4371,255
3959,255
12226,255
564,255
11486,254
4017,254
5358,254
9582,254
3754,254
3651,254
3018,254
676,254
4643,254
233887,254
160,253
9896,253
18982,253
15961,252
11555,252
1024,252
3050,252
1659,252
6804,252
13702,252
4833,252
1423,252
6267,251
790,251
2418,251
18006,251
729,251
111,251
4333,251
2471,251
1230,251
372,251
7207,250
2036,250
412,250
7911,250
8930,250
3072,250
3253,250
2668,250
4446,250
4238,250
6030,250
4422,249
11254,249
7472,249
66729,249
2536,249
1265,249
9002,249
5488,249
4559,248
6046,248
7654,248
2994,248
4006,248
2730,248
4838,248
9706,248
13321,247
4421,247
14998,247
165267,247
23581,247
5746,247
7450,247
13582,247
2913,247
16364,247
11177,247
234685,246
1652,246
11097,246
14210,246
7567,246
5938,246
861,245
1469,245
2924,245
6922,245
13602,245
19878,245
11627,245
267551,244
1754,244
7906,244
3963,244
5193,244
14537,244
8671,244
4317,244
1233,244
2082,244
2748,243
11227,243
10074,243
10536,243
258748,243
6493,243
4566,243
9862,243
10005,243
278776,243
6241,243
5800,243
5720,243
5837,243
6639,243
3801,242
1333,242
755,242
16843,242
18142,242
3519,242
263926,242
16998,241
2636,241
14471,241
5317,241
15062,241
6064,241
5138,241
11893,241
78928,241
2263,241
3030,241
7146,240
3157,240
1610,240
14713,240
10869,240
3542,240
2280,240
17921,240
10417,240
3246,240
7632,240
11246,240
3652,240
467,240
11175,240
5293,239
14984,239
3265,239
11138,239
9541,239
4830,239
5244,239
4454,239
221228,239
12164,238
13233,238
16574,238
6159,238
13744,238
19158,237
5625,237
9478,237
27524,237
9311,237
269829,237
198037,237
257679,237
7536,236
3443,236
538,236
964,236
3389,236
13690,236
8758,236
3794,236
7778,235
4587,235
6058,235
17048,235
1178,235
7658,235
4512,235
2001,235
7187,235
23206,235
6536,235
3536,235
1213,235
10641,235
1605,234
51035,234
5316,234
1563,234
5289,234
9564,234
1729,234
17623,234
6293,234
4316,234
6607,233
2351,233
1411,233
5506,233
18127,233
5022,233
1780,233
161,233
2950,233
9999,232
13113,232
6760,232
13140,232
6831,232
4071,232
8838,232
5699,232
5533,232
2795,232
4423,231
239560,231
3985,231
9320,231
8719,231
13613,231
4010,231
1557,231
144740,231
5783,231
12291,231
17626,231
4051,231
378,231
14065,230
20026,230
8806,230
4681,230
238837,230
11497,230
13226,230
8149,230
18428,230
23105,230
12958,230
10132,230
3778,230
5863,229
11717,229
10217,229
4344,229
5542,229
1478,229
6839,229
12761,229
6283,229
7143,228
6670,228
1624,228
11108,228
13842,228
340990,228
2186,228
319,228
6227,228
5731,228
1113,228
78927,228
922,228
4696,227
3372,227
2326,227
333041,227
1083,227
16859,227
10899,227
6299,227
6037,227
2858,227
5272,226
5615,226
8235,226
26206,226
5413,226
10216,226
8860,226
3950,226
17178,226
11031,226
3859,226
14258,225
1534,225
2887,225
10545,225
3264,225
1241,225
1489,225
540,225
11561,225
38379,225
2188,224
13861,224
9298,224
2391,224
3638,224
15010,224
151692,224
27692,224
219923,224
10955,224
8687,224
8786,223
380,223
313823,223
8244,223
1613,223
3238,223
2657,223
8995,223
3142,222
3550,222
745,222
5952,222
13295,222
1506,222
1484,222
7839,222
15593,222
12784,222
180796,222
9497,222
5603,222
5869,221
198,221
16027,221
3283,221
862,221
215267,221
10039,221
17680,221
59051,221
10695,221
1444,221
8085,221
206,221
13349,221
4674,221
14580,220
6876,220
18179,220
6070,220
22584,220
11327,220
267506,220
1441,220
12455,220
12106,220
2317,220
9620,220
7155,220
10930,219
13309,219
2057,219
6731,219
6885,219
8877,219
4499,219
7145,218
7212,218
239231,218
269645,218
325565,218
14138,218
428,218
9855,218
5927,218
8673,218
15679,217
1757,217
8460,217
50546,217
3976,217
2069,217
23007,217
11753,217
7483,217
11593,217
10967,217
23244,217
2193,217
8408,216
4368,216
12530,216
4591,216
15647,216
10692,216
13034,216
257,216
10395,216
5045,216
589,216
4312,216
1238,216
15390,215
20535,215
1406,215
12837,215
15485,215
10338,215
18450,215
7241,215
7961,215
828,215
256828,215
6281,215
18714,215
5709,215
7866,214
8991,214
9809,214
691,213
3730,213
13671,213
5940,213
6236,213
4325,213
5939,213
203275,213
253,213
25082,213
6529,212
12836,212
3541,212
12796,212
8985,212
13052,212
7595,212
12992,212
12434,212
5179,211
6121,211
12379,211
7313,211
18712,211
7037,210
10743,210
5430,210
